Data Consegna,Cluster,Zona Consegna,Veicolo,Numero Clienti,Distanza Stimata (km),Percorso Ottimo,Tempo Totale Stimato (min),Tempo Guida Stimato (min)
2026-03-30,0_3,Zona A4,V2026-03-30_C0_3_N1,8,111.48,"[558391, 584811, 557850, 577781, 576457, 580244, 576459, 557354]",247,167
2026-03-30,0_3,Zona A4,V2026-03-30_C0_3_N2,3,85.88,"[586650, 586406, 585672]",159,129
2026-04-01,0_1,Zona A2,V2026-04-01_C0_1_N1,5,123.49,"[405964, 584503, 577222, 12562, 584169]",235,185
2026-04-02,1_0,Zona B1,V2026-04-02_C1_0_N1,6,39.27,"[584353, 405630, 588499, 576715, 405670, 584243]",119,59
2026-04-03,1_0,Zona B1,V2026-04-03_C1_0_N1,4,32.3,"[400672, 575510, 405040, 585377]",88,48
2026-04-04,1_0,Zona B1,V2026-04-04_C1_0_N1,4,18.07,"[588835, 402296, 406249, 583176]",67,27
2026-04-06,1_0,Zona B1,V2026-04-06_C1_0_N1,4,46.57,"[576486, 578649, 404810, 11824]",110,70
2026-04-07,1_0,Zona B1,V2026-04-07_C1_0_N1,5,23.38,"[14998, 585717, 405082, 404659, 585779]",85,35
2026-04-08,1_0,Zona B1,V2026-04-08_C1_0_N1,4,23.97,"[587775, 405546, 402118, 580318]",76,36
2026-04-09,0_0,Zona A1,V2026-04-09_C0_0_N1,9,115.12,"[580509, 557443, 558365, 557674, 558273, 557181, 557061, 557368, 578480]",263,173
2026-04-09,0_1,Zona A2,V2026-04-09_C0_1_N1,5,105.38,"[404869, 582767, 582188, 402002, 588755]",208,158
2026-04-09,1_0,Zona B1,V2026-04-09_C1_0_N1,3,15.03,"[580342, 584558, 17195]",53,23
2026-04-09,2,Zona C,V2026-04-09_C2_N1,8,138.9,"[584770, 14049, 405636, 582776, 401612, 403453, 14971, 582104]",288,208
2026-04-09,2,Zona C,V2026-04-09_C2_N2,5,133.7,"[405926, 405988, 581525, 587260, 584043]",251,201
2026-04-10,1_0,Zona B1,V2026-04-10_C1_0_N1,5,19.5,"[404015, 401074, 12172, 405782, 406085]",79,29
2026-04-11,0_0,Zona A1,V2026-04-11_C0_0_N1,6,94.74,"[553948, 557216, 587017, 587250, 557518, 554269]",202,142
2026-04-11,0_1,Zona A2,V2026-04-11_C0_1_N1,9,158.56,"[10871, 577314, 576568, 401220, 587909, 401714, 15428, 583047, 17728]",328,238
2026-04-11,0_3,Zona A4,V2026-04-11_C0_3_N1,8,106.76,"[557017, 557466, 557574, 555220, 558168, 581287, 558275, 557047]",240,160
2026-04-11,0_3,Zona A4,V2026-04-11_C0_3_N2,5,92.36,"[585302, 581297, 583169, 604226, 578223]",189,139
2026-04-11,1_0,Zona B1,V2026-04-11_C1_0_N1,6,27.59,"[401715, 582443, 585166, 12740, 404166, 580350]",101,41
2026-04-13,1_0,Zona B1,V2026-04-13_C1_0_N1,3,41.86,"[586733, 403445, 586938]",93,63
2026-04-14,1_0,Zona B1,V2026-04-14_C1_0_N1,3,30.73,"[10515, 587971, 403767]",76,46
2026-04-15,1_0,Zona B1,V2026-04-15_C1_0_N1,3,15.09,"[406440, 13394, 17264]",53,23
2026-04-18,1_0,Zona B1,V2026-04-18_C1_0_N1,6,22.1,"[588700, 584885, 16182, 12692, 586663, 405943]",93,33
2026-04-19,1_0,Zona B1,V2026-04-19_C1_0_N1,3,40.12,"[587730, 586714, 557954]",90,60
2026-04-20,1_0,Zona B1,V2026-04-20_C1_0_N1,7,39.86,"[401061, 405423, 11770, 587084, 403720, 587325, 558205]",130,60
2026-04-21,1_0,Zona B1,V2026-04-21_C1_0_N1,3,13.63,"[576957, 406256, 401698]",50,20
2026-04-22,1_0,Zona B1,V2026-04-22_C1_0_N1,7,52.66,"[587705, 588072, 579909, 404426, 403252, 17758, 575690]",149,79
2026-04-24,0_0,Zona A1,V2026-04-24_C0_0_N1,8,111.55,"[603616, 557417, 557772, 557877, 605299, 578385, 581190, 586576]",247,167
2026-04-24,0_1,Zona A2,V2026-04-24_C0_1_N1,8,133.1,"[404601, 12578, 400393, 17814, 401240, 402142, 402008, 402376]",280,200
2026-04-24,0_1,Zona A2,V2026-04-24_C0_1_N2,8,143.83,"[405941, 405940, 588380, 578624, 405404, 405917, 588494, 406428]",296,216
2026-04-24,1_0,Zona B1,V2026-04-24_C1_0_N1,4,28.23,"[577874, 12813, 577823, 585821]",82,42
2026-04-24,1_1,Zona B2,V2026-04-24_C1_1_N1,8,180.75,"[14187, 16377, 587147, 404272, 401092, 13673, 577705, 557477]",351,271
2026-04-24,1_1,Zona B2,V2026-04-24_C1_1_N2,4,56.1,"[585079, 582303, 586917, 588597]",124,84
2026-04-25,1_0,Zona B1,V2026-04-25_C1_0_N1,3,10.61,"[585473, 11284, 578037]",46,16
2026-04-26,1_0,Zona B1,V2026-04-26_C1_0_N1,4,22.37,"[577865, 584344, 587868, 17792]",74,34
2026-04-26,0_0,Zona A1,V2026-04-26_C0_0_N1,6,119.43,"[558101, 557994, 585950, 558246, 583315, 554071]",239,179
2026-04-27,1_0,Zona B1,V2026-04-27_C1_0_N1,6,65.31,"[13570, 585083, 587035, 584786, 401108, 557578]",158,98
2026-04-29,1_0,Zona B1,V2026-04-29_C1_0_N1,4,16.23,"[578388, 405723, 15082, 588565]",64,24
2026-04-30,1_0,Zona B1,V2026-04-30_C1_0_N1,5,57.94,"[402587, 581844, 406433, 604065, 401692]",137,87
2026-05-01,1_0,Zona B1,V2026-05-01_C1_0_N1,5,33.22,"[11617, 15262, 582157, 17353, 587790]",100,50
2026-05-02,0_0,Zona A1,V2026-05-02_C0_0_N1,5,113.7,"[557387, 557446, 558425, 558053, 588445]",221,171
2026-05-03,1_0,Zona B1,V2026-05-03_C1_0_N1,5,26.83,"[12693, 575734, 585343, 406239, 405394]",90,40
2026-05-04,0_0,Zona A1,V2026-05-04_C0_0_N1,8,98.85,"[557034, 557366, 557597, 580512, 557981, 557026, 557030, 586854]",228,148
2026-05-04,0_0,Zona A1,V2026-05-04_C0_0_N2,3,84.12,"[558386, 588060, 557824]",156,126
2026-05-05,0_1,Zona A2,V2026-05-05_C0_1_N1,9,143.9,"[588913, 579979, 404567, 585206, 402249, 402851, 604715, 576691, 401370]",306,216
2026-05-06,1_1,Zona B2,V2026-05-06_C1_1_N1,10,187.68,"[582653, 17009, 582446, 587062, 585391, 405794, 404269, 402625, 557165, 401911]",382,282
2026-05-06,1_0,Zona B1,V2026-05-06_C1_0_N1,3,30.81,"[588207, 584577, 586776]",76,46
2026-05-09,1_0,Zona B1,V2026-05-09_C1_0_N1,7,45.85,"[401515, 584948, 401045, 404768, 583451, 578626, 575771]",139,69
2026-05-11,0_1,Zona A2,V2026-05-11_C0_1_N1,5,112.76,"[583539, 584169, 404593, 576851, 403192]",219,169
2026-05-11,1_0,Zona B1,V2026-05-11_C1_0_N1,3,25.24,"[401829, 403937, 578565]",68,38
2026-05-12,1_0,Zona B1,V2026-05-12_C1_0_N1,4,9.79,"[10847, 14233, 15431, 405812]",55,15
2026-05-14,1_0,Zona B1,V2026-05-14_C1_0_N1,6,34.0,"[587045, 404870, 579970, 579802, 586314, 403794]",111,51
2026-05-14,0_1,Zona A2,V2026-05-14_C0_1_N1,4,80.57,"[402984, 401985, 584593, 16331]",161,121
2026-05-15,0_1,Zona A2,V2026-05-15_C0_1_N1,4,107.17,"[406484, 585979, 405919, 405656]",201,161
2026-05-15,1_0,Zona B1,V2026-05-15_C1_0_N1,6,35.41,"[404862, 580462, 406249, 400877, 587019, 584886]",113,53
2026-05-17,0_1,Zona A2,V2026-05-17_C0_1_N1,4,100.51,"[575799, 401427, 400751, 577372]",191,151
2026-05-18,1_0,Zona B1,V2026-05-18_C1_0_N1,5,25.97,"[13944, 406515, 587398, 401053, 587180]",89,39
2026-05-19,1_0,Zona B1,V2026-05-19_C1_0_N1,7,57.74,"[17466, 404411, 588656, 14342, 401093, 404550, 587983]",157,87
2026-05-21,0_1,Zona A2,V2026-05-21_C0_1_N1,5,111.86,"[401949, 587857, 404081, 577222, 10500]",218,168
2026-05-22,2,Zona C,V2026-05-22_C2_N1,7,112.06,"[14240, 585484, 17010, 587436, 402859, 582776, 582678]",238,168
2026-05-24,1_0,Zona B1,V2026-05-24_C1_0_N1,6,46.96,"[405804, 403706, 587849, 584896, 575358, 557679]",130,70
2026-05-25,0_1,Zona A2,V2026-05-25_C0_1_N1,5,104.72,"[401040, 401714, 577302, 584503, 402353]",207,157
2026-05-25,1_0,Zona B1,V2026-05-25_C1_0_N1,3,13.41,"[401076, 584565, 584818]",50,20
2026-05-26,1_0,Zona B1,V2026-05-26_C1_0_N1,5,17.27,"[405547, 17338, 11706, 576715, 588499]",76,26
2026-05-27,0_1,Zona A2,V2026-05-27_C0_1_N1,9,117.72,"[402841, 587642, 402832, 403522, 584127, 16831, 403590, 582563, 575723]",267,177
2026-05-28,0_0,Zona A1,V2026-05-28_C0_0_N1,9,108.28,"[557985, 557277, 587654, 557443, 557812, 586591, 557469, 554233, 557571]",252,162
2026-05-28,1_0,Zona B1,V2026-05-28_C1_0_N1,6,46.48,"[586898, 582775, 400498, 588548, 557973, 557954]",130,70
2026-06-01,2,Zona C,V2026-06-01_C2_N1,8,137.25,"[400980, 585937, 405980, 576628, 405926, 402797, 403963, 403453]",286,206
2026-06-01,2,Zona C,V2026-06-01_C2_N2,3,94.31,"[586311, 583996, 584160]",171,141
2026-06-03,1_0,Zona B1,V2026-06-03_C1_0_N1,4,28.65,"[400672, 405831, 406237, 16734]",83,43
2026-06-04,0_0,Zona A1,V2026-06-04_C0_0_N1,8,122.6,"[558125, 576202, 554572, 558076, 557243, 557397, 585011, 558246]",264,184
2026-06-04,0_0,Zona A1,V2026-06-04_C0_0_N2,3,91.81,"[587250, 605299, 585190]",168,138
2026-06-04,1_0,Zona B1,V2026-06-04_C1_0_N1,5,40.33,"[587730, 400944, 588700, 15743, 402750]",110,60
2026-06-05,1_0,Zona B1,V2026-06-05_C1_0_N1,4,23.25,"[404015, 587971, 404808, 588661]",75,35
2026-06-06,0_1,Zona A2,V2026-06-06_C0_1_N1,9,152.7,"[402766, 586294, 402008, 401894, 402106, 13341, 16881, 17728, 16201]",319,229
2026-06-06,0_3,Zona A4,V2026-06-06_C0_3_N1,8,131.0,"[550777, 585701, 557537, 586406, 578360, 557439, 557288, 557513]",276,196
2026-06-06,0_3,Zona A4,V2026-06-06_C0_3_N2,4,92.08,"[558391, 558224, 576457, 557627]",178,138
2026-06-08,1_0,Zona B1,V2026-06-08_C1_0_N1,6,25.39,"[406440, 586529, 585779, 406287, 578750, 584393]",98,38
2026-06-10,1_0,Zona B1,V2026-06-10_C1_0_N1,4,22.5,"[15587, 404639, 405782, 588234]",74,34
2026-06-11,1_1,Zona B2,V2026-06-11_C1_1_N1,8,102.57,"[575953, 401911, 403003, 405281, 584446, 404272, 577895, 557503]",234,154
2026-06-11,1_1,Zona B2,V2026-06-11_C1_1_N2,3,63.24,"[588648, 588104, 584815]",125,95
2026-06-11,0_0,Zona A1,V2026-06-11_C0_0_N1,8,121.91,"[557802, 555339, 554269, 557442, 557714, 557368, 552192, 557061]",263,183
2026-06-11,0_0,Zona A1,V2026-06-11_C0_0_N2,9,131.54,"[557817, 558101, 557844, 603616, 558365, 581727, 557819, 557804, 577316]",287,197
2026-06-12,0_1,Zona A2,V2026-06-12_C0_1_N1,7,141.8,"[401059, 402377, 405466, 581257, 588755, 401489, 577965]",283,213
2026-06-12,1_0,Zona B1,V2026-06-12_C1_0_N1,7,67.36,"[401065, 584134, 404810, 586496, 586251, 585547, 577452]",171,101
2026-06-13,0_3,Zona A4,V2026-06-13_C0_3_N1,6,115.23,"[558274, 557223, 558163, 557672, 588899, 587418]",233,173
2026-06-14,1_0,Zona B1,V2026-06-14_C1_0_N1,4,21.78,"[13571, 400356, 406433, 604065]",73,33
2026-06-15,1_0,Zona B1,V2026-06-15_C1_0_N1,3,13.03,"[603830, 400705, 587355]",50,20
2026-06-16,1_0,Zona B1,V2026-06-16_C1_0_N1,4,20.73,"[587868, 404166, 15745, 405499]",71,31
2026-06-17,1_0,Zona B1,V2026-06-17_C1_0_N1,7,38.87,"[577865, 404276, 582766, 584059, 12079, 402498, 15565]",128,58
2026-06-18,1_0,Zona B1,V2026-06-18_C1_0_N1,7,40.53,"[578121, 582443, 585340, 588041, 401437, 584786, 586334]",131,61
2026-06-20,1_0,Zona B1,V2026-06-20_C1_0_N1,4,30.18,"[580342, 405082, 404191, 13520]",85,45
2026-06-20,0_1,Zona A2,V2026-06-20_C0_1_N1,7,158.55,"[14643, 406140, 404543, 584169, 401983, 582188, 584716]",308,238
2026-06-21,1_0,Zona B1,V2026-06-21_C1_0_N1,5,45.05,"[400323, 584577, 16100, 405630, 401200]",118,68
2026-06-22,1_0,Zona B1,V2026-06-22_C1_0_N1,5,42.87,"[585166, 584363, 584913, 401615, 11824]",114,64
2026-06-23,0_0,Zona A1,V2026-06-23_C0_0_N1,7,105.62,"[557981, 557444, 584147, 577070, 557726, 553497, 553130]",228,158
2026-06-23,1_0,Zona B1,V2026-06-23_C1_0_N1,7,54.31,"[588565, 401698, 587676, 582645, 557578, 558127, 575771]",151,81
2026-06-24,0_3,Zona A4,V2026-06-24_C0_3_N1,10,119.95,"[553783, 557797, 585302, 584811, 557106, 583593, 558423, 558241, 584410, 584373]",280,180
2026-06-24,1_0,Zona B1,V2026-06-24_C1_0_N1,6,25.68,"[405451, 584558, 588207, 14998, 406249, 585381]",99,39
2026-06-24,1_1,Zona B2,V2026-06-24_C1_1_N1,8,109.02,"[17293, 10619, 587147, 576958, 404927, 11384, 405794, 400357]",244,164
2026-06-24,1_1,Zona B2,V2026-06-24_C1_1_N2,3,31.68,"[578013, 588649, 405084]",78,48
2026-06-25,0_1,Zona A2,V2026-06-25_C0_1_N1,8,146.58,"[585798, 585934, 402376, 405945, 604715, 404068, 588494, 577531]",300,220
2026-06-25,1_0,Zona B1,V2026-06-25_C1_0_N1,7,49.17,"[576957, 585717, 576486, 585840, 585377, 403767, 575690]",144,74
2026-06-29,0_1,Zona A2,V2026-06-29_C0_1_N1,6,115.17,"[405964, 402919, 576568, 403905, 406043, 587517]",233,173
2026-06-29,1_0,Zona B1,V2026-06-29_C1_0_N1,4,16.0,"[583167, 12693, 584504, 15046]",64,24
2026-06-30,1_0,Zona B1,V2026-06-30_C1_0_N1,4,20.07,"[403209, 581844, 587452, 585560]",70,30
2026-06-30,0_1,Zona A2,V2026-06-30_C0_1_N1,9,156.13,"[588303, 404869, 401985, 405031, 576691, 585394, 584681, 400741, 405917]",324,234
2026-07-02,1_0,Zona B1,V2026-07-02_C1_0_N1,5,35.57,"[400637, 16182, 585375, 580048, 401108]",103,53
2026-07-02,0_0,Zona A1,V2026-07-02_C0_0_N1,6,106.43,"[586937, 588362, 558403, 558053, 557753, 579926]",220,160
2026-07-03,0_3,Zona A4,V2026-07-03_C0_3_N1,10,104.49,"[558137, 557105, 557879, 587862, 586283, 557923, 576459, 557574, 588249, 557017]",257,157
2026-07-05,1_0,Zona B1,V2026-07-05_C1_0_N1,4,21.21,"[580462, 12692, 17264, 17758]",72,32
2026-07-06,0_0,Zona A1,V2026-07-06_C0_0_N1,4,92.74,"[558401, 578385, 584670, 558187]",179,139
2026-07-07,0_0,Zona A1,V2026-07-07_C0_0_N1,6,113.1,"[551241, 557877, 557846, 554228, 587369, 557276]",230,170
2026-07-08,1_0,Zona B1,V2026-07-08_C1_0_N1,4,11.2,"[401715, 405059, 575734, 405423]",57,17
2026-07-09,1_0,Zona B1,V2026-07-09_C1_0_N1,3,14.23,"[587799, 587134, 401053]",51,21
2026-07-10,1_0,Zona B1,V2026-07-10_C1_0_N1,4,36.8,"[401061, 401918, 17792, 557954]",95,55
2026-07-12,1_0,Zona B1,V2026-07-12_C1_0_N1,4,17.16,"[588072, 583213, 585477, 404550]",66,26
2026-07-13,1_0,Zona B1,V2026-07-13_C1_0_N1,6,34.7,"[10847, 585984, 403937, 17353, 17195, 400486]",112,52
2026-07-14,0_0,Zona A1,V2026-07-14_C0_0_N1,9,107.84,"[557744, 557440, 557443, 587017, 557597, 558295, 557120, 558432, 558165]",252,162
2026-07-15,0_3,Zona A4,V2026-07-15_C0_3_N1,8,122.21,"[558243, 557327, 557107, 557227, 557332, 578223, 557673, 557945]",263,183
2026-07-15,0_3,Zona A4,V2026-07-15_C0_3_N2,4,95.94,"[587733, 581287, 586603, 585040]",184,144
2026-07-16,1_0,Zona B1,V2026-07-16_C1_0_N1,7,58.29,"[405871, 586733, 401074, 403511, 587296, 580188, 557690]",157,87
2026-07-18,1_0,Zona B1,V2026-07-18_C1_0_N1,4,37.84,"[400474, 400993, 576715, 583740]",97,57
2026-07-20,1_0,Zona B1,V2026-07-20_C1_0_N1,3,22.53,"[587730, 10604, 587180]",64,34
2026-07-21,1_0,Zona B1,V2026-07-21_C1_0_N1,7,58.33,"[588700, 400877, 584622, 584353, 588499, 578626, 558205]",157,87
2026-07-23,0_0,Zona A1,V2026-07-23_C0_0_N1,8,125.21,"[558386, 558101, 587016, 557459, 557914, 555436, 584840, 582954]",268,188
2026-07-24,1_0,Zona B1,V2026-07-24_C1_0_N1,7,43.69,"[586240, 585083, 402296, 403252, 585017, 584886, 576527]",136,66
2026-07-27,1_0,Zona B1,V2026-07-27_C1_0_N1,7,44.34,"[11284, 587551, 401515, 580318, 15778, 587019, 16362]",137,67
2026-07-29,0_0,Zona A1,V2026-07-29_C0_0_N1,7,115.01,"[553948, 557441, 587250, 557674, 586674, 586576, 557610]",243,173
2026-07-29,1_0,Zona B1,V2026-07-29_C1_0_N1,5,23.82,"[406440, 400672, 587971, 406433, 604065]",86,36
2026-07-30,0_1,Zona A2,V2026-07-30_C0_1_N1,8,139.08,"[402984, 402008, 405440, 402354, 404593, 16201, 17728, 400768]",289,209
2026-07-30,0_1,Zona A2,V2026-07-30_C0_1_N2,6,125.68,"[588913, 588380, 578624, 581139, 577302, 404196]",249,189
2026-07-31,0_0,Zona A1,V2026-07-31_C0_0_N1,6,100.93,"[557277, 603616, 576660, 558371, 557384, 580041]",211,151
2026-08-01,1_0,Zona B1,V2026-08-01_C1_0_N1,8,40.47,"[403042, 585473, 579909, 585403, 404015, 401829, 585046, 557973]",141,61
2026-08-02,1_0,Zona B1,V2026-08-02_C1_0_N1,4,32.37,"[404870, 578037, 405012, 405789]",89,49
2026-08-04,1_0,Zona B1,V2026-08-04_C1_0_N1,8,41.12,"[15262, 587868, 588656, 584577, 587084, 577856, 400986, 575358]",142,62
2026-08-05,2,Zona C,V2026-08-05_C2_N1,9,146.8,"[587999, 583410, 587501, 576261, 17010, 401309, 14971, 584847, 584181]",310,220
2026-08-08,0_0,Zona A1,V2026-08-08_C0_0_N1,8,118.66,"[558354, 588060, 557981, 557697, 554160, 552331, 558106, 558425]",258,178
2026-08-08,1_0,Zona B1,V2026-08-08_C1_0_N1,6,39.59,"[577865, 405547, 15431, 12740, 583451, 575771]",119,59
2026-08-09,1_0,Zona B1,V2026-08-09_C1_0_N1,3,26.31,"[585779, 578649, 584786]",69,39
2026-08-09,1_1,Zona B2,V2026-08-09_C1_1_N1,8,84.28,"[15269, 582653, 16248, 582303, 584086, 404269, 405794, 557487]",206,126
2026-08-09,1_1,Zona B2,V2026-08-09_C1_1_N2,4,66.66,"[588110, 584163, 584815, 582960]",140,100
2026-08-10,1_0,Zona B1,V2026-08-10_C1_0_N1,8,84.23,"[403234, 588835, 588207, 406515, 405782, 585343, 401533, 586776]",206,126
2026-08-11,0_1,Zona A2,V2026-08-11_C0_1_N1,8,143.59,"[402766, 586878, 587480, 401240, 403281, 16656, 585933, 17814]",295,215
2026-08-11,0_1,Zona A2,V2026-08-11_C0_1_N2,4,92.72,"[583539, 604715, 404734, 405523]",179,139
2026-08-13,0_0,Zona A1,V2026-08-13_C0_0_N1,8,114.19,"[557117, 557026, 554269, 557181, 580254, 557061, 557368, 554071]",251,171
2026-08-13,0_0,Zona A1,V2026-08-13_C0_0_N2,6,115.33,"[557588, 557446, 557468, 581190, 586580, 578480]",233,173
2026-08-16,2,Zona C,V2026-08-16_C2_N1,8,126.7,"[578628, 406273, 604199, 603922, 584770, 11395, 405475, 404773]",270,190
2026-08-17,1_0,Zona B1,V2026-08-17_C1_0_N1,8,42.07,"[17338, 584344, 405831, 587775, 405546, 588565, 406239, 586938]",143,63
2026-08-17,1_0,Zona B1,V2026-08-17_C1_0_N2,9,66.59,"[404862, 10515, 403720, 406477, 403445, 586714, 404810, 584243, 557578]",190,100
2026-08-20,2,Zona C,V2026-08-20_C2_N1,9,127.17,"[14240, 585484, 582104, 586515, 405636, 405290, 584160, 576952, 583444]",281,191
2026-08-24,1_0,Zona B1,V2026-08-24_C1_0_N1,6,14.41,"[582443, 12693, 584818, 404768, 401698, 404166]",82,22
2026-08-25,0_1,Zona A2,V2026-08-25_C0_1_N1,9,142.06,"[405941, 401985, 402376, 16331, 402851, 587642, 588755, 577372, 588494]",303,213
2026-08-27,0_1,Zona A2,V2026-08-27_C0_1_N1,4,128.59,"[403522, 576691, 16831, 582188]",233,193
2026-08-27,1_0,Zona B1,V2026-08-27_C1_0_N1,3,10.48,"[580462, 401118, 584885]",46,16
2026-08-28,1_0,Zona B1,V2026-08-28_C1_0_N1,5,86.04,"[11706, 401045, 13394, 585603, 575690]",179,129
2026-08-29,0_1,Zona A2,V2026-08-29_C0_1_N1,3,107.56,"[404980, 576841, 577222]",191,161
2026-08-29,1_0,Zona B1,V2026-08-29_C1_0_N1,7,42.9,"[580342, 14771, 17466, 587398, 401053, 588548, 577727]",134,64
2026-09-02,1_0,Zona B1,V2026-09-02_C1_0_N1,8,42.43,"[585166, 576957, 400705, 579970, 405082, 15743, 406237, 404550]",144,64
2026-09-02,1_0,Zona B1,V2026-09-02_C1_0_N2,5,48.12,"[13570, 581844, 588661, 404441, 557679]",122,72
2026-09-05,0_1,Zona A2,V2026-09-05_C0_1_N1,6,117.44,"[10871, 405940, 576851, 403423, 575723, 400393]",236,176
2026-09-06,1_0,Zona B1,V2026-09-06_C1_0_N1,5,28.69,"[404411, 588700, 577823, 584134, 587650]",93,43
2026-09-07,1_0,Zona B1,V2026-09-07_C1_0_N1,4,33.52,"[582157, 406085, 584393, 11824]",90,50
2026-09-08,1_0,Zona B1,V2026-09-08_C1_0_N1,4,30.89,"[584558, 403662, 587035, 401108]",86,46
2026-09-09,1_0,Zona B1,V2026-09-09_C1_0_N1,3,43.14,"[405630, 403767, 587325]",95,65
2026-09-10,0_1,Zona A2,V2026-09-10_C0_1_N1,7,128.21,"[587857, 405656, 576568, 584503, 405917, 10953, 585919]",262,192
2026-09-10,1_0,Zona B1,V2026-09-10_C1_0_N1,6,35.52,"[578121, 14998, 576715, 405040, 586898, 401692]",113,53
2026-09-12,1_0,Zona B1,V2026-09-12_C1_0_N1,5,34.56,"[10847, 585717, 575734, 404639, 402587]",102,52
2026-09-14,1_0,Zona B1,V2026-09-14_C1_0_N1,5,33.62,"[404426, 578388, 403937, 576486, 588499]",100,50
2026-09-16,1_0,Zona B1,V2026-09-16_C1_0_N1,7,41.91,"[17758, 587355, 16182, 404650, 584059, 400498, 585377]",133,63
2026-09-18,0_1,Zona A2,V2026-09-18_C0_1_N1,8,128.99,"[401949, 402008, 13341, 402832, 406484, 577965, 404601, 17728]",273,193
2026-09-18,0_1,Zona A2,V2026-09-18_C0_1_N2,3,111.93,"[404869, 585934, 406428]",198,168
2026-09-18,1_0,Zona B1,V2026-09-18_C1_0_N1,3,15.56,"[400323, 405337, 405499]",53,23
2026-09-21,1_0,Zona B1,V2026-09-21_C1_0_N1,5,35.45,"[406440, 587971, 16582, 587180, 15565]",103,53
2026-09-22,1_0,Zona B1,V2026-09-22_C1_0_N1,4,22.42,"[401076, 12692, 406271, 17792]",74,34
2026-09-24,1_0,Zona B1,V2026-09-24_C1_0_N1,6,30.23,"[405451, 405812, 583176, 17353, 17264, 406287]",105,45
2026-09-25,1_0,Zona B1,V2026-09-25_C1_0_N1,6,36.83,"[400672, 404015, 587868, 405423, 401615, 587983]",115,55
2026-09-29,1_0,Zona B1,V2026-09-29_C1_0_N1,4,12.8,"[577865, 401061, 405723, 400877]",59,19
2026-09-29,0_1,Zona A2,V2026-09-29_C0_1_N1,9,143.73,"[575799, 405964, 402919, 401059, 585206, 400751, 405404, 402685, 403590]",306,216
2026-09-30,0_1,Zona A2,V2026-09-30_C0_1_N1,4,121.8,"[401427, 577314, 575871, 12578]",223,183
2026-09-30,1_0,Zona B1,V2026-09-30_C1_0_N1,3,24.68,"[588072, 588207, 584786]",67,37
2026-10-01,0_0,Zona A1,V2026-10-01_C0_0_N1,8,148.44,"[557277, 585200, 557877, 557970, 557068, 557802, 557469, 558301]",303,223
2026-10-01,0_0,Zona A1,V2026-10-01_C0_0_N2,5,71.91,"[558386, 580512, 586234, 580509, 587873]",158,108
2026-10-01,0_1,Zona A2,V2026-10-01_C0_1_N1,9,181.3,"[405945, 584593, 402249, 402142, 604715, 405919, 402377, 577531, 10500]",362,272
2026-10-01,1_0,Zona B1,V2026-10-01_C1_0_N1,3,25.45,"[586496, 578626, 578750]",68,38
2026-10-02,1_0,Zona B1,V2026-10-02_C1_0_N1,5,37.04,"[401715, 402118, 587452, 584886, 585547]",106,56
2026-10-04,1_0,Zona B1,V2026-10-04_C1_0_N1,8,60.55,"[15587, 13944, 588234, 586251, 584896, 585381, 13802, 557973]",171,91
2026-10-08,0_3,Zona A4,V2026-10-08_C0_3_N1,8,120.74,"[584373, 587733, 558224, 576457, 557554, 583333, 557797, 557466]",261,181
2026-10-08,0_3,Zona A4,V2026-10-08_C0_3_N2,3,92.28,"[585702, 588899, 586603]",168,138
2026-10-10,1_0,Zona B1,V2026-10-10_C1_0_N1,9,45.55,"[586529, 582766, 400944, 588565, 587019, 404191, 405782, 585779, 403794]",158,68
2026-10-13,0_1,Zona A2,V2026-10-13_C0_1_N1,8,151.23,"[402984, 587132, 401985, 402766, 401220, 577302, 16201, 12562]",307,227
2026-10-13,0_1,Zona A2,V2026-10-13_C0_1_N2,8,139.01,"[588913, 586294, 584716, 403192, 404593, 578624, 585979, 583047]",289,209
2026-10-15,1_0,Zona B1,V2026-10-15_C1_0_N1,6,52.27,"[575510, 403706, 401515, 401200, 575358, 557578]",138,78
2026-10-15,0_0,Zona A1,V2026-10-15_C0_0_N1,8,108.28,"[557817, 557772, 576202, 554269, 557247, 557819, 557061, 557368]",242,162
2026-10-15,0_0,Zona A1,V2026-10-15_C0_0_N2,4,104.31,"[586937, 587017, 585190, 584147]",196,156
2026-10-18,1_0,Zona B1,V2026-10-18_C1_0_N1,10,33.53,"[404276, 586733, 16100, 12813, 585340, 14342, 405670, 580462, 17195, 585840]",150,50
2026-10-19,1_0,Zona B1,V2026-10-19_C1_0_N1,5,31.14,"[585083, 12693, 404659, 15082, 402498]",97,47
2026-10-21,1_0,Zona B1,V2026-10-21_C1_0_N1,7,43.33,"[405547, 588656, 400356, 401829, 404870, 401053, 558205]",135,65
2026-10-22,0_0,Zona A1,V2026-10-22_C0_0_N1,5,99.98,"[557387, 587654, 557518, 558273, 557571]",200,150
2026-10-22,0_3,Zona A4,V2026-10-22_C0_3_N1,8,119.96,"[550777, 585701, 557106, 555220, 586406, 557439, 557644, 555421]",260,180
2026-10-22,0_3,Zona A4,V2026-10-22_C0_3_N2,6,97.02,"[578360, 576459, 558168, 576512, 585672, 578223]",206,146
2026-10-24,1_0,Zona B1,V2026-10-24_C1_0_N1,6,32.48,"[12172, 401074, 585038, 404810, 585375, 404550]",109,49
2026-10-27,1_0,Zona B1,V2026-10-27_C1_0_N1,7,54.83,"[405059, 401698, 404166, 577874, 15046, 403252, 402750]",152,82
